#  name, allowedP, trueP, n, [sentinel], time
hpce.he915.fast_fourier_transform_combined, 8, 8, 881743, 474.121, 1.47379
hpce.he915.fast_fourier_transform_combined, 8, 8, 1048576, 1039.35, 1.65583
hpce.he915.fast_fourier_transform_combined, 8, 8, 1246974, 458.053, 2.68816
hpce.he915.fast_fourier_transform_combined, 8, 8, 1482910, 826.613, 2.85935
hpce.he915.fast_fourier_transform_combined, 8, 8, 1763487, 252.509, 3.11029
hpce.he915.fast_fourier_transform_combined, 8, 8, 2097152, 1341.68, 3.45664
hpce.he915.fast_fourier_transform_combined, 8, 8, 2493948, 80.6684, 5.60803
hpce.he915.fast_fourier_transform_combined, 8, 8, 2965820, 1213.53, 5.91062
hpce.he915.fast_fourier_transform_combined, 8, 8, 3526975, 1207.38, 6.44362
hpce.he915.fast_fourier_transform_combined, 8, 8, 4194304, 667.182, 7.01866
hpce.he915.fast_fourier_transform_combined, 8, 8, 4987896, 630.427, 11.8068
hpce.he915.fast_fourier_transform_combined, 8, 8, 5931641, 318.524, 12.4493
hpce.he915.fast_fourier_transform_combined, 8, 8, 7053950, 1367.36, 13.5527
hpce.he915.fast_fourier_transform_combined, 8, 8, 8388608, 3265.57, 14.8208
hpce.he915.fast_fourier_transform_combined, 8, 8, 9975792, 860.502, 24.4601
hpce.he915.fast_fourier_transform_combined, 8, 8, 11863283, 644.516, 26.0068
hpce.he915.fast_fourier_transform_combined, 8, 8, 14107900, 1582.2, 28.1686
hpce.he915.fast_fourier_transform_combined, 8, 8, 16777216, 3472.55, 31.1535
