hpce.he915.direct_fourier_transform_parfor_inner, 8, 8, 4096, 41.5433, 0.450966
hpce.he915.direct_fourier_transform_parfor_inner, 8, 8, 4096, 41.5433, 0.477045
hpce.he915.direct_fourier_transform_parfor_inner, 8, 8, 4096, 41.5433, 0.488459
hpce.he915.direct_fourier_transform_parfor_inner, 8, 8, 4096, 41.5433, 0.492734
hpce.he915.direct_fourier_transform_parfor_inner, 8, 8, 4096, 41.5433, 0.476265
hpce.he915.direct_fourier_transform_parfor_inner, 8, 8, 4096, 41.5433, 0.477435
hpce.he915.direct_fourier_transform_parfor_inner, 8, 8, 4096, 41.5433, 0.482727
hpce.he915.direct_fourier_transform_parfor_inner, 8, 8, 4096, 41.5433, 0.475946
hpce.he915.direct_fourier_transform_parfor_inner, 8, 8, 4096, 41.5433, 0.483153
hpce.he915.direct_fourier_transform_parfor_inner, 8, 8, 4096, 41.5433, 0.469299
hpce.he915.direct_fourier_transform_parfor_inner, 8, 8, 4096, 41.5433, 0.471586
hpce.he915.direct_fourier_transform_parfor_inner, 8, 8, 4096, 41.5433, 0.466079
hpce.he915.direct_fourier_transform_parfor_inner, 8, 8, 4096, 41.5433, 0.484397
hpce.he915.direct_fourier_transform_parfor_inner, 8, 8, 4096, 41.5433, 0.470611
hpce.he915.direct_fourier_transform_parfor_inner, 8, 8, 4096, 41.5433, 0.470889
hpce.he915.direct_fourier_transform_parfor_inner, 8, 8, 4096, 41.5433, 0.46019
