1	1	1	1	1	1																																					
2	0.7205150615	0.9792079349	0.9772493018	1.039335365	1.033718054																																					
3	0.4197374286	0.6909343758	0.8065758827	0.9263284826	0.9809960084																																					
4	0.2798509292	0.4844531526	0.755787239	0.8391335579	0.8773470791																																					
5	0.2093876222	0.4111202986	0.5147204293	0.6254254772	0.6861303602																																					
6	0.1569123406	0.3230399316	0.4240735719	0.5075509012	0.5598948115																																					
7	0.1318284761	0.2600655725	0.3584379769	0.4358154003	0.4841543099																																					
8	0.1053332952	0.2253209061	0.2770032304	0.3580328721	0.4149456393																																					
